job_id,config_hash,timestamp,success,mean_score,std_score,mean_train_score,fit_time_mean,score_time_mean,alpha,tol,max_iter,fit_intercept,solver,neg_mean_squared_error_mean,neg_mean_squared_error_std,neg_mean_absolute_error_mean,neg_mean_absolute_error_std,neg_root_mean_squared_error_mean,neg_root_mean_squared_error_std
63,0daedccac1e6,2026-04-15 13:10:07,True,0.1935363456906601,0.016765632641837613,0.20094362378770256,0.0013347625732421874,0.0019134521484375,1.65,0.001,500,False,cholesky,-0.1812552686963012,0.006150374152976389,-0.38619099341165086,0.0033050118358144303,-0.42567998655045747,0.007198454466315864
64,587415a46d50,2026-04-15 13:10:07,True,0.19356194125052856,0.016765091039149808,0.20094198067260347,0.0013959407806396484,0.002360105514526367,4.05,0.01,500,False,svd,-0.18124948367857444,0.006149151777671673,-0.386198393213803,0.0033107833212311496,-0.42567321102029326,0.007197297982393948
65,aecccabda3b0,2026-04-15 13:10:07,True,0.19214183559106932,0.017704818459047613,0.1978039115574472,0.001004171371459961,0.0026936054229736326,5.1,0.001,100,False,lsqr,-0.1815658076406251,0.006202302053293605,-0.38654632875879175,0.0039741572185462,-0.4260434885169599,0.007263162735627314
66,2a481014bc2c,2026-04-15 13:10:07,True,0.19066687469504442,0.01716205901870793,0.20030146903954646,0.001633024215698242,0.0018168926239013673,6.15,0.0001,100,False,sparse_cg,-0.18190242320214806,0.006273934509039721,-0.3868822918700858,0.003832455252203447,-0.42643696349538773,0.007344342515261269
67,1f21d37f2faa,2026-04-15 13:10:07,True,0.27857420919496817,0.030952114012760146,0.2881457210291276,0.0019511699676513672,0.0019580841064453123,1.95,0.0001,500,True,sparse_cg,-0.16215234481083973,0.008326030162447696,-0.335688934775101,0.006755910301987902,-0.4025472776783805,0.010393942686226659
68,661eecfac26a,2026-04-15 13:10:07,True,0.27861590981701856,0.030993888876930928,0.2881382596366552,0.0020766258239746094,0.002202606201171875,5.1,0.0001,300,True,svd,-0.16214307157325925,0.008334814282278715,-0.33572565507966357,0.006790143928518007,-0.4025354481629956,0.01040598604052447
69,399df3e4565c,2026-04-15 13:10:07,True,0.18940177103896672,0.015589864387335308,0.19501803744428822,0.030975532531738282,0.0023534297943115234,7.2,0.001,100,False,saga,-0.18217216127520777,0.005617367399742757,-0.3901950677475142,0.0034565598351784872,-0.4267657464607423,0.0065695451146381405
70,7cc23c0d7416,2026-04-15 13:10:08,True,0.27110313004231673,0.032591969811431955,0.2785238456261916,0.012916898727416993,0.0021404743194580076,5.85,0.01,500,True,sag,-0.16383083171222254,0.008625672059437772,-0.33933689383110377,0.007894977548700928,-0.4046179473535525,0.010730721859240237
71,30c9faa95fcf,2026-04-15 13:10:08,True,0.2786246185414081,0.031003693064142895,0.2881355877332844,0.001431417465209961,0.0016858577728271484,5.85,0.01,100,True,cholesky,-0.1621411365610821,0.008336865785469612,-0.3357343576808668,0.006798240621213293,-0.4025329722142678,0.01040878674148128
72,35da9f63bafc,2026-04-15 13:10:08,True,0.2785785526394019,0.03095613170334286,0.288145284404355,0.001169109344482422,0.0018863201141357422,2.25,0.0001,500,True,cholesky,-0.1621513784459646,0.008326878271171394,-0.33569218443266946,0.006759018843640449,-0.40254604724390075,0.01039510915170486
