job_id,config_hash,timestamp,success,mean_score,std_score,mean_train_score,fit_time_mean,score_time_mean,n_estimators,max_depth,learning_rate,subsample,neg_mean_squared_error_mean,neg_mean_squared_error_std,neg_mean_absolute_error_mean,neg_mean_absolute_error_std,neg_root_mean_squared_error_mean,neg_root_mean_squared_error_std
74,8966b264bee2,2026-04-15 15:19:24,True,0.7985340531673357,0.009271818973330575,0.8396684959474099,4.298617267608643,0.011684274673461914,50,6,0.07,0.65,-0.26813696508973683,0.011565735195463294,-0.3563164429459191,0.00614486833012703,-0.5176969179363144,0.011263491864329865
75,b8febcc120c7,2026-04-15 15:22:33,True,0.8413747804979541,0.006666455965649734,0.988244009809302,37.430793619155885,0.08522572517395019,225,10,0.05,0.8,-0.21110024081819864,0.007676827565318278,-0.2948863218553922,0.0052546600979120305,-0.4593796111731071,0.008403193240878659
76,4eac1ed0b719,2026-04-15 15:22:50,True,0.8292576090216865,0.005890006610682152,0.9276985447026102,3.3592155456542967,0.00878443717956543,75,7,0.15,0.65,-0.22725872088507315,0.007337647908455001,-0.3136887374199914,0.005576983060053883,-0.4766540628638988,0.007721738172951402
77,2d7b7dbdc4a1,2026-04-15 15:23:13,True,0.817026185779104,0.006634329208852523,0.9895134624068213,4.57797212600708,0.012278127670288085,50,10,0.26,0.9,-0.24354114021353399,0.008328984159711141,-0.321791585301255,0.005364211887622936,-0.49342621338260023,0.00846830328004029
78,111b466f8d69,2026-04-15 15:23:21,True,0.788760970193813,0.009185107753411362,0.8067002111242505,1.4977202892303467,0.003049135208129883,50,3,0.21,0.9,-0.28119502958016734,0.012574836695082336,-0.3672146988135642,0.006498849473249175,-0.5301436967432437,0.011945308015073201
79,2c7ddab092d4,2026-04-15 15:23:24,True,0.7888286219351125,0.009975460881854588,0.8177514737288734,0.6776288986206055,0.0028333663940429688,25,4,0.3,0.65,-0.28113451579844256,0.01422637409245707,-0.3652245465667865,0.009891152693676124,-0.5300487075604446,0.013523439353390164
80,315d0a675076,2026-04-15 15:23:52,True,0.833318055330358,0.006251301872664319,0.9767549286944261,5.41974105834961,0.012770843505859376,75,9,0.16,0.85,-0.22181981710244,0.006852245649402972,-0.3047596780848288,0.004963038782717331,-0.47092051552009817,0.007327016086031165
81,bdb18678ece9,2026-04-15 15:24:16,True,0.7867640153000262,0.006668209306527066,0.9827283167815271,4.731975841522217,0.016597843170166014,100,9,0.29,0.5,-0.2838348633467266,0.008803765567706227,-0.3571322891340854,0.006012486752705803,-0.5326979826274734,0.00822937733650824
82,137cc252d27b,2026-04-15 15:24:43,True,0.5980734581867625,0.006349044893544488,0.649128501566324,5.416029596328736,0.014433145523071289,75,9,0.01,0.8,-0.5350616919738864,0.011590837963757815,-0.5636045186116259,0.004468053395716699,-0.7314362070866375,0.007922558715467173
83,adf5a5f8e1eb,2026-04-15 15:26:01,True,0.790790676909006,0.006299429054734185,0.9999996706239527,15.396388959884643,0.04346532821655273,125,15,0.26,0.85,-0.2784272281053528,0.006546259573698848,-0.34074413362263467,0.00393262643905552,-0.5276257961429905,0.006184444181023047
84,d44e171d4de9,2026-04-15 15:26:55,True,0.8277157129413419,0.006262139293907764,0.9927251850931518,10.736994886398316,0.021930932998657227,125,9,0.23,0.9,-0.22928067676722547,0.006945335900864699,-0.3120199267242175,0.0042532208112329465,-0.4787773636332403,0.007274121227296815
85,5ed9d5929445,2026-04-15 15:28:47,True,0.8053658410797055,0.008469141647814767,0.9999992128460995,21.896035194396973,0.08391866683959961,275,14,0.16,0.6,-0.25905204845723173,0.010690718754629264,-0.32983096326020533,0.007020837020958591,-0.508861941983412,0.010562786474338677
86,cfa364ac4f77,2026-04-15 15:29:04,True,0.8285094287996039,0.008394972751968481,0.9036424168311303,3.410109281539917,0.011101531982421874,100,7,0.07,0.5,-0.2282313396818799,0.010311055196533582,-0.31642121744034724,0.006682901995668557,-0.47761071289152507,0.010924587549612917
